Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
19,"B Zhao, L Stankovic, V Stankovic","Blind non-intrusive appliance load monitoring using graph-based signal processing",2015,"2015 IEEE Global …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7418158/","https://scholar.google.com/scholar?cites=8141772202862981679&as_sdt=2005&sciodt=0,5&hl=en",165,"2020-01-11 17:36:20","","","","",,,,,19,3.80,6,3,5
0,"SLS Severo, OS Kremer, ...","Belief Network for Non-Intrusive Load Monitoring Methodology and Implementation",2019,"2019 IEEE PES Innovative …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8895383/","",327,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,3,1
4,"M Kaselimi, N Doulamis, A Doulamis, ...","Bayesian-optimized Bidirectional LSTM Regression Model for Non-intrusive Load Monitoring",2019,"ICASSP 2019-2019 …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8683110/","https://scholar.google.com/scholar?cites=5402200682346269532&as_sdt=2005&sciodt=0,5&hl=en",373,"2020-01-11 17:36:20","","","","",,,,,4,4.00,1,4,1
245,"K Anderson, A Ocneanu, D Benitez, D Carlson, A Rowe, ...","BLUED: A fully labeled public dataset for event-based non-intrusive load monitoring research",2012,"Proceedings of the 2nd KDD …","","","https://scholar.google.com/scholar?cites=8376019697384914020&as_sdt=2005&sciodt=0,5&hl=en",161,"2020-01-11 17:36:20","CITATION","","","",,,,,245,30.63,41,6,8
28,"L Jiang, S Luo, J Li","Automatic power load event detection and appliance classification based on power harmonic features in nonintrusive appliance load monitoring",2013,"2013 IEEE 8th Conference on Industrial …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6566528/","https://scholar.google.com/scholar?cites=11233764227372860461&as_sdt=2005&sciodt=0,5&hl=en",48,"2020-01-11 17:36:20","","","","",,,,,28,4.00,9,3,7
2,"L Soibelman, HS Matthews, M Berges, ...","Automatic disaggregation of total electrical load from nonintrusive appliance load monitoring",2009,"","Carnegie Mellon University …","","https://scholar.google.com/scholar?cites=9622798268244703567&as_sdt=2005&sciodt=0,5&hl=en",114,"2020-01-11 17:36:20","CITATION","","","",,,,,2,0.18,1,4,11
7,"PA Chou, CC Chuang, RI Chang","Automatic appliance classification for non-intrusive load monitoring",2012,"2012 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6401409/","https://scholar.google.com/scholar?cites=3321522637119739568&as_sdt=2005&sciodt=0,5&hl=en",107,"2020-01-11 17:36:20","","","","",,,,,7,0.88,2,3,8
0,"JP Seevers, J Johst, T Weiß, H Meschede, ...","Automatic Time Series Segmentation as the Basis for Unsupervised, Non-Intrusive Load Monitoring of Machine Tools",2019,"Procedia CIRP","Elsevier","https://www.sciencedirect.com/science/article/pii/S2212827119304834","",427,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,5,1
0,"FA Siddiqui","Assistance of K-Means in Non-Intrusive Load Monitoring",2016,"","nediconics.com","http://www.nediconics.com/documents/Website/Paper/3-ICONICS-2016_paper_57.pdf","",317,"2020-01-11 17:36:20","PDF","","","",,,,,0,0.00,0,1,4
26,"J Alcalá, J Ureña, Á Hernández, D Gualda","Assessing human activity in elderly people using non-intrusive load monitoring",2017,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/17/2/351","https://scholar.google.com/scholar?cites=1829589405956888335&as_sdt=2005&sciodt=0,5&hl=en",69,"2020-01-11 17:36:20","","","","",,,,,26,8.67,7,4,3
3,"M Marian-Bogdan, A Maricel, A Mihai, ...","Aspects regarding the nonintrusive load monitoring and electrical equipment diagnosis from power substations",2016,"… and Exposition on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7781315/","https://scholar.google.com/scholar?cites=1158271708509634018&as_sdt=2005&sciodt=0,5&hl=en",67,"2020-01-11 17:36:20","","","","",,,,,3,0.75,1,4,4
1,"Y Amano","Artificial Neural Nets for Non-Intrusive Load Monitoring",2000,"Proceeding of ICEE2K","ci.nii.ac.jp","https://ci.nii.ac.jp/naid/10005764203/","https://scholar.google.com/scholar?cites=18316110864545685589&as_sdt=2005&sciodt=0,5&hl=en",529,"2020-01-11 17:36:20","CITATION","","","",,,,,1,0.05,1,1,20
13,"S Makonin","Approaches to non-intrusive load monitoring (nilm) in the home",2012,"","summit.sfu.ca","https://summit.sfu.ca/item/14475","https://scholar.google.com/scholar?cites=4143462011663773516&as_sdt=2005&sciodt=0,5&hl=en",101,"2020-01-11 17:36:20","","","","",,,,,13,1.63,13,1,8
1,"GA Raiker, BS Reddy, L Umanand, ...","Approach to Non-Intrusive Load Monitoring using Factorial Hidden Markov Model",2018,"2018 IEEE 13th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8721436/","https://scholar.google.com/scholar?cites=1858181103573825373&as_sdt=2005&sciodt=0,5&hl=en",358,"2020-01-11 17:36:20","","","","",,,,,1,0.50,0,4,2
47,"N Henao, K Agbossou, S Kelouwani, ...","Approach in nonintrusive type I load monitoring using subtractive clustering",2015,"… on Smart Grid","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7214301/","https://scholar.google.com/scholar?cites=1030950193424235287&as_sdt=2005&sciodt=0,5&hl=en",41,"2020-01-11 17:36:20","","","","",,,,,47,9.40,12,4,5
3,"A Gupta, Y He, V Garud, HT Cheng, ...","Applications of non-intrusive load monitoring and solar energy disaggregation",2017,"US Patent 9,625,889","Google Patents","https://patents.google.com/patent/US9625889B2/en","https://scholar.google.com/scholar?cites=14921503525164907290&as_sdt=2005&sciodt=0,5&hl=en",195,"2020-01-11 17:36:20","","","","",,,,,3,1.00,1,5,3
26,"YH Lin, MS Tsai","Applications of hierarchical support vector machines for identifying load operation in nonintrusive load monitoring systems",2011,"2011 9th World Congress on Intelligent …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5970603/","https://scholar.google.com/scholar?cites=648458706571365666&as_sdt=2005&sciodt=0,5&hl=en",28,"2020-01-11 17:36:20","","","","",,,,,26,2.89,13,2,9
6,"S Alshareef, WG Morsi","Application of wavelet-based ensemble tree classifier for non-intrusive load monitoring",2015,"2015 IEEE Electrical Power and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7379983/","https://scholar.google.com/scholar?cites=1204740387716498570&as_sdt=2005&sciodt=0,5&hl=en",134,"2020-01-11 17:36:20","","","","",,,,,6,1.20,3,2,5
6,"M Gray, WG Morsi","Application of wavelet-based classification in non-intrusive load monitoring",2015,"2015 IEEE 28th Canadian Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7129157/","https://scholar.google.com/scholar?cites=11596579019085737595&as_sdt=2005&sciodt=0,5&hl=en",169,"2020-01-11 17:36:20","","","","",,,,,6,1.20,3,2,5
9,"YH Lin, MS Tsai","Application of neuro-fuzzy pattern recognition for Non-intrusive Appliance Load Monitoring in electricity energy conservation",2012,"2012 IEEE International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6251160/","https://scholar.google.com/scholar?cites=5536635182657089947&as_sdt=2005&sciodt=0,5&hl=en",116,"2020-01-11 17:36:20","","","","",,,,,9,1.13,5,2,8
12,"N Iksan, J Sembiring, N Haryanto, ...","Appliances identification method of non-intrusive load monitoring based on load signature of VI trajectory",2015,"2015 International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7437744/","https://scholar.google.com/scholar?cites=11713214301201151561&as_sdt=2005&sciodt=0,5&hl=en",96,"2020-01-11 17:36:20","","","","",,,,,12,2.40,3,4,5
10,"B Ellert, S Makonin, F Popowich","Appliance water disaggregation via non-intrusive load monitoring (NILM)",2016,"Smart City 360°","Springer","https://link.springer.com/chapter/10.1007/978-3-319-33681-7_38","https://scholar.google.com/scholar?cites=9110714040429233857&as_sdt=2005&sciodt=0,5&hl=en",115,"2020-01-11 17:36:20","","","","",,,,,10,2.50,3,3,4
0,"C Gogos, G Georgiou","Appliance Identification Through Nonintrusive Load Monitoring in Residences",2019,"… Intelligence and Optimization Methods for Control …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-25446-9_10","",85,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,2,1
0,"AU Haq","Appliance Event Detection for Non-Intrusive Load Monitoring in Complex Environments",2018,"","mediatum.ub.tum.de","https://mediatum.ub.tum.de/1453879","",442,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,1,2
46,"YJ Park, M Ravi, SM Seo, JH Shin","Apparatus and method for non-intrusive load monitoring (nilm)",2014,"US Patent App. 14/031,581","Google Patents","https://patents.google.com/patent/US20140142724A1/en","https://scholar.google.com/scholar?cites=10461667898106353255&as_sdt=2005&sciodt=0,5&hl=en",22,"2020-01-11 17:36:20","","","","",,,,,46,7.67,12,4,6
0,"JS Ashkar","Analysis of Energy Disaggregation Techniques in Non-intrusive Appliance Load Monitoring",2016,"","University of Maryland, Baltimore …","","",528,"2020-01-11 17:36:20","CITATION","","","",,,,,0,0.00,0,1,4
2,"S Alshareef","Analysis and techniques for non-intrusive appliance load monitoring.",2014,"","ir.library.dc-uoit.ca","http://ir.library.dc-uoit.ca/handle/10155/485","https://scholar.google.com/scholar?cites=17062346185011201487&as_sdt=2005&sciodt=0,5&hl=en",224,"2020-01-11 17:36:20","","","","",,,,,2,0.33,2,1,6
123,"O Parson, S Ghosh, M Weal, A Rogers","An unsupervised training method for non-intrusive appliance load monitoring",2014,"Artificial Intelligence","Elsevier","https://www.sciencedirect.com/science/article/pii/S0004370214001003","https://scholar.google.com/scholar?cites=14208590585041630378&as_sdt=2005&sciodt=0,5&hl=en",46,"2020-01-11 17:36:20","HTML","","","",,,,,123,20.50,31,4,6
5,"B Liu, Y Yu, W Luan, B Zeng","An unsupervised electrical appliance modeling framework for non-intrusive load monitoring",2017,"2017 IEEE Power & Energy …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8273794/","https://scholar.google.com/scholar?cites=5850431846895780793&as_sdt=2005&sciodt=0,5&hl=en",191,"2020-01-11 17:36:20","","","","",,,,,5,1.67,1,4,3
4,"S Mostafavi, RW Cox","An unsupervised approach in learning load patterns for non-intrusive load monitoring",2017,"2017 IEEE 14th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8000164/","https://scholar.google.com/scholar?cites=2589450845670368318&as_sdt=2005&sciodt=0,5&hl=en",218,"2020-01-11 17:36:20","","","","",,,,,4,1.33,2,2,3
18,"I Abubakar, SN Khalid, MW Mustafa, ...","An overview of non-intrusive load monitoring methodologies",2015,"… IEEE Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7409513/","https://scholar.google.com/scholar?cites=14557905629669140444&as_sdt=2005&sciodt=0,5&hl=en",68,"2020-01-11 17:36:20","","","","",,,,,18,3.60,5,4,5
0,"X Huang, B Yin, Z Wei, X Wei, ...","An online non-intrusive load monitoring method based on Hidden Markov model",2019,"Journal of Physics …","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1742-6596/1176/4/042036/meta","",371,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,5,1
12,"X Wang, D Lei, J Yong, L Zeng, ...","An online load identification algorithm for non-intrusive load monitoring in homes",2013,"2013 IEEE Eighth …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6529753/","https://scholar.google.com/scholar?cites=6467528837820336593&as_sdt=2005&sciodt=0,5&hl=en",84,"2020-01-11 17:36:20","","","","",,,,,12,1.71,2,5,7
24,"KN Trung, O Zammit, E Dekneuvel, ...","An innovative non-intrusive load monitoring system for commercial and industrial application",2012,"The 2012 …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6404221/","https://scholar.google.com/scholar?cites=5625255917415604104&as_sdt=2005&sciodt=0,5&hl=en",43,"2020-01-11 17:36:20","","","","",,,,,24,3.00,6,4,8
5,"M Nardello, M Rossi, D Brunelli","An innovative cost-effective smart meter with embedded non intrusive load monitoring",2017,"2017 IEEE PES Innovative …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8260242/","https://scholar.google.com/scholar?cites=4597762924149052938&as_sdt=2005&sciodt=0,5&hl=en",228,"2020-01-11 17:36:20","","","","",,,,,5,1.67,2,3,3
15,"P Zhang, C Zhou, BG Stewart, DM Hepburn, W Zhou, ...","An improved non-intrusive load monitoring method for recognition of electric vehicle battery charging load",2011,"Energy Procedia","Elsevier","https://www.sciencedirect.com/science/article/pii/S1876610211018418","https://scholar.google.com/scholar?cites=41152466196089204&as_sdt=2005&sciodt=0,5&hl=en",79,"2020-01-11 17:36:20","","","","",,,,,15,1.67,3,6,9
1,"A Al Imran, MA Syrus, HA Rahman","An improved event detection algorithm for non-intrusive load monitoring system for low frequency smart meters",2016,"… Non-Intrusive Load Monitor.","researchgate.net","https://www.researchgate.net/profile/Minhaz_Syrus/publication/302958842_An_Improved_Event_Detection_Algorithm_for_Non-Intrusive_Load_Monitoring_System_for_Low_Frequency_Smart_Meters/links/5a039e3f0f7e9beb177146cb/An-Improved-Event-Detection-Algorithm-for-Non-Intrusive-Load-Monitoring-System-for-Low-Frequency-Smart-Meters.pdf","https://scholar.google.com/scholar?cites=11618134213050177664&as_sdt=2005&sciodt=0,5&hl=en",271,"2020-01-11 17:36:20","PDF","","","",,,,,1,0.25,0,3,4
84,"MB Figueiredo, A De Almeida, B Ribeiro","An experimental study on electrical signature identification of non-intrusive load monitoring (nilm) systems",2011,"International Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-20267-4_4","https://scholar.google.com/scholar?cites=10038520981054330234&as_sdt=2005&sciodt=0,5&hl=en",11,"2020-01-11 17:36:20","","","","",,,,,84,9.33,28,3,9
6,"T Lu, Z Xu, B Huang","An event-based nonintrusive load monitoring approach: Using the simplified viterbi algorithm",2017,"IEEE Pervasive Computing","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8090442/","https://scholar.google.com/scholar?cites=12244550887841895621&as_sdt=2005&sciodt=0,5&hl=en",53,"2020-01-11 17:36:20","","","","",,,,,6,2.00,2,3,3
2,"S Giri, M Bergés","An error correction framework for sequences resulting from known state-transition models in Non-Intrusive Load Monitoring",2017,"Advanced Engineering Informatics","Elsevier","https://www.sciencedirect.com/science/article/pii/S1474034616302683","https://scholar.google.com/scholar?cites=3769724911467703234&as_sdt=2005&sciodt=0,5&hl=en",285,"2020-01-11 17:36:20","","","","",,,,,2,0.67,1,2,3
6,"W Kong, Z Dong, Y Xu, D Hill","An enhanced bootstrap filtering method for non-intrusive load monitoring",2016,"2016 IEEE Power and Energy …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7741487/","https://scholar.google.com/scholar?cites=18027194941868433366&as_sdt=2005&sciodt=0,5&hl=en",173,"2020-01-11 17:36:20","","","","",,,,,6,1.50,2,4,4
45,"S Giri, M Bergés","An energy estimation framework for event-based methods in Non-Intrusive Load Monitoring",2015,"Energy Conversion and Management","Elsevier","https://www.sciencedirect.com/science/article/pii/S0196890414010164","https://scholar.google.com/scholar?cites=18368448481557750246&as_sdt=2005&sciodt=0,5&hl=en",30,"2020-01-11 17:36:20","","","","",,,,,45,9.00,23,2,5
144,"T Hassan, F Javed, N Arshad","An empirical investigation of VI trajectory based load signatures for non-intrusive load monitoring",2013,"IEEE Transactions on Smart …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6575197/","https://scholar.google.com/scholar?cites=17491424562322782179&as_sdt=2005&sciodt=0,5&hl=en",6,"2020-01-11 17:36:20","","","","",,,,,144,20.57,48,3,7
0,"AJ Espinosa Gutiérrez","An embedded system prototype for non-intrusive load monitoring",2018,"","repositorio.usfq.edu.ec","http://repositorio.usfq.edu.ec/handle/23000/7271","",505,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,1,2
32,"KS Barsim, R Streubel, B Yang","An approach for unsupervised non-intrusive load monitoring of residential appliances",2014,"… Non-Intrusive Load Monitoring","nilmworkshop.org","http://nilmworkshop.org/2014/proceedings/barsim_approach.pdf","https://scholar.google.com/scholar?cites=17587236150336692416&as_sdt=2005&sciodt=0,5&hl=en",32,"2020-01-11 17:36:20","PDF","","","",,,,,32,5.33,11,3,6
3,"ZA Clifford","An analog and digital data acquisition system for non-intrusive load monitoring",2009,"","dspace.mit.edu","https://dspace.mit.edu/bitstream/handle/1721.1/61313/702680855-MIT.pdf?sequence=2","https://scholar.google.com/scholar?cites=16683299747869455834&as_sdt=2005&sciodt=0,5&hl=en",204,"2020-01-11 17:36:20","PDF","","","",,,,,3,0.27,3,1,11
0,"D He","An advanced non-intrusive load monitoring technique and its application in smart grid building energy management systems",2016,"","smartech.gatech.edu","https://smartech.gatech.edu/handle/1853/54951","",362,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,1,4
79,"YH Lin, MS Tsai","An advanced home energy management system facilitated by nonintrusive load monitoring with automated multiobjective power scheduling",2015,"IEEE Transactions on Smart Grid","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7015635/","https://scholar.google.com/scholar?cites=17785734177786986996&as_sdt=2005&sciodt=0,5&hl=en",16,"2020-01-11 17:36:20","","","","",,,,,79,15.80,40,2,5
8,"M Zhuang, M Shahidehpour, Z Li","An Overview of Non-Intrusive Load Monitoring: Approaches, Business Applications, and Challenges",2018,"… International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8601534/","https://scholar.google.com/scholar?cites=14477766216588813868&as_sdt=2005&sciodt=0,5&hl=en",269,"2020-01-11 17:36:20","","","","",,,,,8,4.00,3,3,2
1,"YH Lin, MS Tsai","An On-Line Learning System for Nonintrusive Appliance Load Monitoring in Power Energy Conservation",2012,"Advanced Science Letters","ingentaconnect.com","https://www.ingentaconnect.com/content/asp/asl/2012/00000008/00000001/art00100","https://scholar.google.com/scholar?cites=5283056776319592840&as_sdt=2005&sciodt=0,5&hl=en",75,"2020-01-11 17:36:20","","","","",,,,,1,0.13,1,2,8
1,"Q Liu, M Lu, X Liu, N Linge","An Introduction of Non-intrusive Load Monitoring and Its Challenges in System Framework",2016,"International Conference on Cloud …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-48674-1_23","https://scholar.google.com/scholar?cites=15349888973085687780&as_sdt=2005&sciodt=0,5&hl=en",396,"2020-01-11 17:36:20","","","","",,,,,1,0.25,0,4,4
2,"JR Chang, HC Juang, CH Lo","An Intelligent Algorithm for Non-Intrusive Appliance Load Monitoring System",2014,"Future Information Technology","Springer","https://link.springer.com/chapter/10.1007/978-3-642-55038-6_111","https://scholar.google.com/scholar?cites=14901869855396994793&as_sdt=2005&sciodt=0,5&hl=en",242,"2020-01-11 17:36:20","","","","",,,,,2,0.33,1,3,6
0,"B Buddhahai, W Wongseree, ...","An Energy Prediction Approach for a Nonintrusive Load Monitoring in Home Appliances",2019,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8917581/","",97,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,3,1
0,"J He, Z Zhang, L Zhu, Z Zhu, J Liu, ...","An Efficient and Accurate Nonintrusive Load Monitoring Scheme for Power Consumption",2019,"IEEE Internet of Things …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8755398/","",95,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,6,1
7,"CE Reeg, TJ Overbye","Algorithm development for non-intrusive load monitoring for verification and diagnostics",2010,"North American Power Symposium …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5619600/","https://scholar.google.com/scholar?cites=1332390512826553687&as_sdt=2005&sciodt=0,5&hl=en",122,"2020-01-11 17:36:20","","","","",,,,,7,0.70,4,2,10
12,"W Wichakool","Advanced nonintrusive load monitoring system",2011,"","dspace.mit.edu","https://dspace.mit.edu/handle/1721.1/64590","https://scholar.google.com/scholar?cites=16986315334314702379&as_sdt=2005&sciodt=0,5&hl=en",46,"2020-01-11 17:36:20","","","","",,,,,12,1.33,12,1,9
7,"Y Liu, X Wang, L Zhao, Y Liu","Admittance-based load signature construction for non-intrusive appliance load monitoring",2018,"Energy and Buildings","Elsevier","https://www.sciencedirect.com/science/article/pii/S0378778817333297","https://scholar.google.com/scholar?cites=17804970876042559352&as_sdt=2005&sciodt=0,5&hl=en",177,"2020-01-11 17:36:20","","","","",,,,,7,3.50,2,4,2
1,"N Iksan, SH Supangkat","Adaptive non-intrusive Load Monitoring model using Bayesian learning",2014,"… Conference on ICT For Smart Society …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7013179/","https://scholar.google.com/scholar?cites=1270111641254921447&as_sdt=2005&sciodt=0,5&hl=en",245,"2020-01-11 17:36:20","","","","",,,,,1,0.17,1,2,6
12,"J Alcalá, J Ureña, Á Hernández","Activity supervision tool using non-intrusive load monitoring systems",2015,"2015 IEEE 20th Conference …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7301622/","https://scholar.google.com/scholar?cites=7894702989475712151&as_sdt=2005&sciodt=0,5&hl=en",98,"2020-01-11 17:36:20","","","","",,,,,12,2.40,4,3,5
1,"O Wilken, O Kramer, EE Steen, A Hein","Activity Recognition Using Non-intrusive Appliance Load Monitoring.",2014,"PECCS","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/f22d/d71fd4252dc723d3a4397f6ddfc593fb816a.pdf","https://scholar.google.com/scholar?cites=14929636446633681856&as_sdt=2005&sciodt=0,5&hl=en",295,"2020-01-11 17:36:20","PDF","","","",,,,,1,0.17,0,4,6
60,"AJ Bijker, X Xia, J Zhang","Active power residential non-intrusive appliance load monitoring system",2009,"AFRICON 2009","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5308244/","https://scholar.google.com/scholar?cites=6549306724685307650&as_sdt=2005&sciodt=0,5&hl=en",16,"2020-01-11 17:36:20","","","","",,,,,60,5.45,20,3,11
3,"N Henao, S Kelouwani, K Agbossou, ...","Active power load modeling based on uncertainties for Non Intrusive Load Monitoring",2016,"2016 IEEE 25th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7744972/","https://scholar.google.com/scholar?cites=6393431329507365049&as_sdt=2005&sciodt=0,5&hl=en",220,"2020-01-11 17:36:20","","","","",,,,,3,0.75,1,4,4
9,"F Liebgott, B Yang","Active learning with cross-dataset validation in event-based non-intrusive load monitoring",2017,"2017 25th European Signal Processing …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8081216/","https://scholar.google.com/scholar?cites=11967137484613512926&as_sdt=2005&sciodt=0,5&hl=en",197,"2020-01-11 17:36:20","","","","",,,,,9,3.00,5,2,3
5,"X Jin","Active Learning Framework for Non-Intrusive Load Monitoring",2016,"","osti.gov","https://www.osti.gov/biblio/1253986","https://scholar.google.com/scholar?cites=1413288906332768364&as_sdt=2005&sciodt=0,5&hl=en",141,"2020-01-11 17:36:20","","","","",,,,,5,1.25,5,1,4
8,"H Cao, S Liu, L Wu, Z Guan, X Du","Achieving differential privacy against non‐intrusive load monitoring in smart grid: A fog computing approach",2019,"… and Computation: Practice …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.4528","https://scholar.google.com/scholar?cites=8823038411860564652&as_sdt=2005&sciodt=0,5&hl=en",123,"2020-01-11 17:36:20","","","","",,,,,8,8.00,2,5,1
1,"H Cao, S Liu, Z Guan, L Wu, T Wang","Achieving Differential Privacy of Data Disclosure from Non-intrusive Load Monitoring in Smart Grid",2017,"International Symposium on …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-69471-9_3","https://scholar.google.com/scholar?cites=14196687099467398641&as_sdt=2005&sciodt=0,5&hl=en",409,"2020-01-11 17:36:20","","","","",,,,,1,0.33,0,5,3
11,"JA Mueller, JW Kimball","Accurate energy use estimation for nonintrusive load monitoring in systems of known devices",2016,"IEEE Transactions on Smart Grid","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7605545/","https://scholar.google.com/scholar?cites=1845779504737185812&as_sdt=2005&sciodt=0,5&hl=en",54,"2020-01-11 17:36:20","","","","",,,,,11,2.75,6,2,4
24,"Y Jin, E Tebekaemi, M Berges, ...","A time-frequency approach for event detection in non-intrusive load monitoring",2011,"… , Sensor Fusion, and …","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/8050/80501U/A-time-frequency-approach-for-event-detection-in-non-intrusive/10.1117/12.884385.short","https://scholar.google.com/scholar?cites=7545581652604462294&as_sdt=2005&sciodt=0,5&hl=en",54,"2020-01-11 17:36:20","","","","",,,,,24,2.67,6,4,9
0,"MA bin Idrus","A technical feasibility study on non-intrusive load monitoring for power disaggregation algorithms and energy management",2016,"","dspace.uniten.edu.my","http://dspace.uniten.edu.my/handle/123456789/10282","",504,"2020-01-11 17:36:20","CITATION","","","",,,,,0,0.00,0,1,4
15,"CC Yang, CS Soh, VV Yap","A systematic approach to ON-OFF event detection and clustering analysis of non-intrusive appliance load monitoring",2015,"Frontiers in Energy","Springer","https://link.springer.com/article/10.1007/s11708-015-0358-6","https://scholar.google.com/scholar?cites=6921865844279622073&as_sdt=2005&sciodt=0,5&hl=en",88,"2020-01-11 17:36:20","","","","",,,,,15,3.00,5,3,5
45,"A Faustine, NH Mvungi, S Kaijage, ...","A survey on non-intrusive load monitoring methodies and techniques for energy disaggregation problem",2017,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1703.00785","https://scholar.google.com/scholar?cites=8972117075660984704&as_sdt=2005&sciodt=0,5&hl=en",40,"2020-01-11 17:36:20","","","","",,,,,45,15.00,11,4,3
11,"X Cheng, L Li, H Wu, Y Ding, Y Song, W Sun","A survey of the research on non-intrusive load monitoring and disaggregation",2016,"Power System Technology","","","https://scholar.google.com/scholar?cites=17840747131933963242&as_sdt=2005&sciodt=0,5&hl=en",290,"2020-01-11 17:36:20","CITATION","","","",,,,,11,2.75,2,6,4
10,"Z Zheng, H Chen, X Luo","A supervised event-based non-intrusive load monitoring for non-linear appliances",2018,"Sustainability","mdpi.com","https://www.mdpi.com/2071-1050/10/4/1001","https://scholar.google.com/scholar?cites=8519819121633010314&as_sdt=2005&sciodt=0,5&hl=en",163,"2020-01-11 17:36:20","","","","",,,,,10,5.00,3,3,2
14,"C Duarte, P Delmar, K Barner, ...","A signal acquisition system for non-intrusive load monitoring of residential electrical loads based on switching transient voltages",2015,"2015 Clemson …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7101707/","https://scholar.google.com/scholar?cites=6775571363460848471&as_sdt=2005&sciodt=0,5&hl=en",94,"2020-01-11 17:36:20","","","","",,,,,14,2.80,4,4,5
12,"O Parson, M Weal, A Rogers","A scalable non-intrusive load monitoring system for fridge-freezer energy efficiency estimation",2014,"… on Non-Intrusive Load Monitoring","nilmworkshop.org","http://nilmworkshop.org/2014/proceedings/parson_scalable.pdf","https://scholar.google.com/scholar?cites=2630831796341660079&as_sdt=2005&sciodt=0,5&hl=en",110,"2020-01-11 17:36:20","PDF","","","",,,,,12,2.00,4,3,6
4,"Y Liu, M Chen","A review of nonintrusive load monitoring and its application in commercial building",2014,"The 4th Annual IEEE International Conference …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6917536/","https://scholar.google.com/scholar?cites=17735682178537705180&as_sdt=2005&sciodt=0,5&hl=en",59,"2020-01-11 17:36:20","","","","",,,,,4,0.67,2,2,6
